teX,teY,xy,xny,nxy,nxny
T1033,T1041,65,117,66,507
T1033,T1591,4,178,2,571
T1033,T1606,0,182,2,571
T1033,T1621,0,182,2,571
T1033,T1554,1,181,6,567
T1033,T1212,0,182,0,573
T1033,T1590,1,181,3,570
T1033,T1210,10,172,13,560
T1033,T1534,3,179,2,571
T1033,T1199,2,180,6,567
T1033,T1593,2,180,3,570
T1033,T1098,7,175,11,562
T1033,T1048,9,173,25,548
T1033,T1597,0,182,2,571
T1033,T1566,44,138,86,487
T1033,T1110,16,166,24,549
T1033,T1565,2,180,3,570
T1033,T1559,18,164,13,560
T1033,T1001,11,171,29,544
T1033,T1039,3,179,8,565
T1033,T1601,0,182,1,572
T1033,T1574,26,156,54,519
T1033,T1078,17,165,44,529
T1033,T1571,17,165,20,553
T1033,T1068,6,176,25,548
T1033,T1531,0,182,4,569
T1033,T1027,114,68,251,322
T1033,T1201,4,178,4,569
T1033,T1546,12,170,36,537
T1033,T1187,1,181,2,571
T1033,T1599,0,182,0,573
T1033,T1486,5,177,37,536
T1033,T1553,18,164,51,522
T1033,T1573,64,118,117,456
T1033,T1056,61,121,84,489
T1033,T1203,16,166,32,541
T1033,T1570,7,175,16,557
T1033,T1095,24,158,38,535
T1033,T1012,48,134,48,525
T1033,T1030,2,180,12,561
T1033,T1499,2,180,2,571
T1033,T1614,16,166,14,559
T1033,T1197,7,175,5,568
T1033,T1132,51,131,51,522
T1033,T1598,7,175,6,567
T1033,T1496,3,179,9,564
T1033,T1585,5,177,9,564
T1033,T1588,19,163,43,530
T1033,T1569,15,167,43,530
T1033,T1213,2,180,8,565
T1033,T1200,0,182,1,572
T1033,T1505,11,171,21,552
T1033,T1485,7,175,16,557
T1033,T1537,0,182,0,573
T1033,T1189,12,170,22,551
T1033,T1498,1,181,1,572
T1033,T1221,5,177,5,568
T1033,T1134,11,171,29,544
T1033,T1111,1,181,3,570
T1033,T1136,14,168,17,556
T1033,T1526,0,182,2,571
T1033,T1018,30,152,39,534
T1033,T1046,20,162,28,545
T1033,T1518,51,131,68,505
T1033,T1538,0,182,0,573
T1033,T1622,4,178,1,572
T1033,T1052,3,179,4,569
T1033,T1105,140,42,257,316
T1033,T1648,0,182,0,573
T1033,T1484,2,180,5,568
T1033,T1220,1,181,3,570
T1033,T1587,4,178,10,563
T1033,T1008,21,161,27,546
T1033,T1124,35,147,33,540
T1033,T1556,3,179,8,565
T1033,T1495,1,181,1,572
T1033,T1490,3,179,26,547
T1033,T1216,1,181,0,573
T1033,T1211,0,182,1,572
T1033,T1127,1,181,1,572
T1033,T1529,3,179,10,563
T1583,T1613,1,36,2,716
T1583,T1592,2,35,1,717
T1583,T1003,18,19,69,649
T1583,T1129,0,37,16,702
T1583,T1602,0,37,0,718
T1583,T1006,0,37,0,718
T1583,T1014,3,34,22,696
T1583,T1123,0,37,28,690
T1583,T1543,6,31,130,588
T1583,T1133,10,27,13,705
T1583,T1539,1,36,9,709
T1583,T1578,1,36,0,718
T1583,T1069,6,31,41,677
T1583,T1114,9,28,18,700
T1583,T1594,4,33,0,718
T1583,T1561,2,35,10,708
T1583,T1615,1,36,3,715
T1583,T1025,3,34,19,699
T1583,T1547,18,19,221,497
T1583,T1600,0,37,0,718
T1583,T1489,1,36,27,691
T1583,T1564,9,28,91,627
T1583,T1080,1,36,9,709
T1583,T1137,4,33,6,712
T1583,T1119,6,31,44,674
T1583,T1115,0,37,33,685
T1583,T1007,5,32,51,667
T1583,T1040,3,34,12,706
T1583,T1530,0,37,2,716
T1583,T1135,3,34,45,673
T1583,T1120,4,33,39,679
T1583,T1082,14,23,316,402
T1583,T1071,19,18,314,404
T1583,T1053,17,20,127,591
T1583,T1176,1,36,3,715
T1583,T1106,5,32,143,575
T1583,T1202,1,36,2,716
T1583,T1091,3,34,19,699
T1583,T1005,15,22,146,572
T1583,T1140,14,23,204,514
T1583,T1562,11,26,86,632
T1583,T1195,3,34,8,710
T1583,T1190,11,26,17,701
T1583,T1558,2,35,8,710
T1583,T1555,9,28,78,640
T1583,T1567,12,25,16,702
T1583,T1219,5,32,13,705
T1583,T1036,23,14,193,525
T1583,T1552,6,31,35,683
T1583,T1055,7,30,132,586
T1583,T1205,0,37,9,709
T1583,T1218,19,18,112,606
T1583,T1620,1,36,9,709
T1583,T1611,1,36,4,714
T1583,T1010,2,35,27,691
T1583,T1029,0,37,17,701
T1583,T1525,0,37,0,718
T1583,T1572,1,36,17,701
T1583,T1550,6,31,14,704
T1583,T1011,0,37,1,717
T1583,T1589,14,23,3,715
T1583,T1560,17,20,103,615
T1583,T1185,0,37,11,707
T1583,T1021,18,19,68,650
T1583,T1596,0,37,0,718
T1583,T1207,0,37,1,717
T1583,T1610,1,36,3,715
T1583,T1112,8,29,124,594
T1583,T1580,0,37,0,718
T1583,T1491,3,34,2,716
T1583,T1535,0,37,0,718
T1583,T1563,1,36,1,717
T1583,T1217,0,37,12,706
T1583,T1092,1,36,2,716
T1583,T1222,2,35,17,701
T1583,T1595,7,30,2,716
T1583,T1548,3,34,51,667
T1583,T1125,1,36,30,688
T1583,T1016,18,19,209,509
T1583,T1087,12,25,69,649
T1583,T1090,12,25,80,638
T1583,T1059,27,10,401,317
T1583,T1482,2,35,12,706
T1583,T1020,1,36,19,699
T1583,T1070,13,24,256,462
T1583,T1609,1,36,4,714
T1583,T1083,16,21,257,461
T1583,T1568,6,31,33,685
T1583,T1647,0,37,1,717
T1583,T1074,12,25,79,639
T1583,T1649,1,36,2,716
T1583,T1049,13,24,66,652
T1583,T1584,11,26,3,715
T1583,T1542,2,35,12,706
T1583,T1612,0,37,0,718
T1583,T1586,7,30,0,718
T1583,T1497,2,35,83,635
T1583,T1102,19,18,70,648
T1583,T1608,15,22,2,716
T1583,T1104,2,35,7,711
T1583,T1480,0,37,16,702
T1583,T1619,0,37,1,717
T1583,T1528,1,36,2,716
T1583,T1204,28,9,128,590
T1583,T1057,14,23,220,498
T1583,T1072,1,36,3,715
T1583,T1041,10,27,121,597
T1583,T1591,6,31,0,718
T1583,T1606,1,36,1,717
T1583,T1621,2,35,0,718
T1583,T1554,0,37,7,711
T1583,T1212,0,37,0,718
T1583,T1590,2,35,2,716
T1583,T1210,6,31,17,701
T1583,T1534,5,32,0,718
T1583,T1199,6,31,2,716
T1583,T1593,5,32,0,718
T1583,T1098,10,27,8,710
T1583,T1048,5,32,29,689
T1583,T1597,2,35,0,718
T1583,T1566,27,10,103,615
T1583,T1110,8,29,32,686
T1583,T1565,0,37,5,713
T1583,T1559,7,30,24,694
T1583,T1001,4,33,36,682
T1583,T1039,3,34,8,710
T1583,T1601,0,37,1,717
T1583,T1574,7,30,73,645
T1583,T1078,19,18,42,676
T1583,T1571,6,31,31,687
T1583,T1068,7,30,24,694
T1583,T1531,1,36,3,715
T1583,T1027,24,13,341,377
T1583,T1201,1,36,7,711
T1583,T1546,9,28,39,679
T1583,T1187,1,36,2,716
T1583,T1599,0,37,0,718
T1583,T1486,2,35,40,678
T1583,T1553,11,26,58,660
T1583,T1573,7,30,174,544
T1583,T1056,8,29,137,581
T1583,T1203,14,23,34,684
T1583,T1570,4,33,19,699
T1583,T1095,3,34,59,659
T1583,T1012,6,31,90,628
T1583,T1030,1,36,13,705
T1583,T1499,1,36,3,715
T1583,T1614,1,36,29,689
T1583,T1197,1,36,11,707
T1583,T1132,4,33,98,620
T1583,T1598,8,29,5,713
T1583,T1496,1,36,11,707
T1583,T1585,12,25,2,716
T1583,T1588,24,13,38,680
T1583,T1569,2,35,56,662
T1583,T1213,4,33,6,712
T1583,T1200,0,37,1,717
T1583,T1505,11,26,21,697
T1583,T1485,4,33,19,699
T1583,T1537,0,37,0,718
T1583,T1189,10,27,24,694
T1583,T1498,1,36,1,717
T1583,T1221,5,32,5,713
T1583,T1134,3,34,37,681
T1583,T1111,2,35,2,716
T1583,T1136,9,28,22,696
T1583,T1526,0,37,2,716
T1583,T1018,9,28,60,658
T1583,T1046,4,33,44,674
T1583,T1518,6,31,113,605
T1583,T1538,0,37,0,718
T1583,T1622,0,37,5,713
T1583,T1052,1,36,6,712
T1583,T1105,26,11,371,347
T1583,T1648,0,37,0,718
T1583,T1484,1,36,6,712
T1583,T1220,1,36,3,715
T1583,T1587,8,29,6,712
T1583,T1008,2,35,46,672
T1583,T1124,3,34,65,653
T1583,T1556,1,36,10,708
T1583,T1495,0,37,2,716
T1583,T1490,0,37,29,689
T1583,T1216,1,36,0,718
T1583,T1211,1,36,0,718
T1583,T1127,0,37,2,716
T1583,T1529,1,36,12,706
T1613,T1592,0,3,3,749
T1613,T1003,0,3,87,665
T1613,T1129,0,3,16,736
T1613,T1602,0,3,0,752
T1613,T1006,0,3,0,752
T1613,T1014,2,1,23,729
T1613,T1123,0,3,28,724
T1613,T1543,2,1,134,618
T1613,T1133,2,1,21,731
T1613,T1539,0,3,10,742
T1613,T1578,0,3,1,751
T1613,T1069,0,3,47,705
T1613,T1114,0,3,27,725
T1613,T1594,0,3,4,748
T1613,T1561,0,3,12,740
T1613,T1615,0,3,4,748
T1613,T1025,0,3,22,730
T1613,T1547,1,2,238,514
T1613,T1600,0,3,0,752
T1613,T1489,0,3,28,724
T1613,T1564,0,3,100,652
T1613,T1080,0,3,10,742
T1613,T1137,0,3,10,742
T1613,T1119,0,3,50,702
T1613,T1115,0,3,33,719
T1613,T1007,1,2,55,697
T1613,T1040,0,3,15,737
T1613,T1530,1,2,1,751
T1613,T1135,0,3,48,704
T1613,T1120,1,2,42,710
T1613,T1082,2,1,328,424
T1613,T1071,2,1,331,421
T1613,T1053,0,3,144,608
T1613,T1176,0,3,4,748
T1613,T1106,0,3,148,604
T1613,T1202,0,3,3,749
T1613,T1091,0,3,22,730
T1613,T1005,0,3,161,591
T1613,T1140,2,1,216,536
T1613,T1562,2,1,95,657
T1613,T1195,0,3,11,741
T1613,T1190,0,3,28,724
T1613,T1558,0,3,10,742
T1613,T1555,0,3,87,665
T1613,T1567,0,3,28,724
T1613,T1219,2,1,16,736
T1613,T1036,2,1,214,538
T1613,T1552,3,0,38,714
T1613,T1055,0,3,139,613
T1613,T1205,0,3,9,743
T1613,T1218,0,3,131,621
T1613,T1620,0,3,10,742
T1613,T1611,3,0,2,750
T1613,T1010,0,3,29,723
T1613,T1029,0,3,17,735
T1613,T1525,0,3,0,752
T1613,T1572,0,3,18,734
T1613,T1550,1,2,19,733
T1613,T1011,0,3,1,751
T1613,T1589,0,3,17,735
T1613,T1560,0,3,120,632
T1613,T1185,0,3,11,741
T1613,T1021,1,2,85,667
T1613,T1596,0,3,0,752
T1613,T1207,0,3,1,751
T1613,T1610,2,1,2,750
T1613,T1112,0,3,132,620
T1613,T1580,0,3,0,752
T1613,T1491,0,3,5,747
T1613,T1535,0,3,0,752
T1613,T1563,0,3,2,750
T1613,T1217,0,3,12,740
T1613,T1092,0,3,3,749
T1613,T1222,1,2,18,734
T1613,T1595,1,2,8,744
T1613,T1548,0,3,54,698
T1613,T1125,0,3,31,721
T1613,T1016,1,2,226,526
T1613,T1087,0,3,81,671
T1613,T1090,0,3,92,660
T1613,T1059,2,1,426,326
T1613,T1482,0,3,14,738
T1613,T1020,0,3,20,732
T1613,T1070,2,1,267,485
T1613,T1609,3,0,2,750
T1613,T1083,1,2,272,480
T1613,T1568,0,3,39,713
T1613,T1647,0,3,1,751
T1613,T1074,1,2,90,662
T1613,T1649,0,3,3,749
T1613,T1049,1,2,78,674
T1613,T1584,0,3,14,738
T1613,T1542,0,3,14,738
T1613,T1612,0,3,0,752
T1613,T1586,0,3,7,745
T1613,T1497,0,3,85,667
T1613,T1102,2,1,87,665
T1613,T1608,1,2,16,736
T1613,T1104,0,3,9,743
T1613,T1480,0,3,16,736
T1613,T1619,1,2,0,752
T1613,T1528,1,2,2,750
T1613,T1204,1,2,155,597
T1613,T1057,1,2,233,519
T1613,T1072,0,3,4,748
T1613,T1041,0,3,131,621
T1613,T1591,0,3,6,746
T1613,T1606,0,3,2,750
T1613,T1621,0,3,2,750
T1613,T1554,0,3,7,745
T1613,T1212,0,3,0,752
T1613,T1590,0,3,4,748
T1613,T1210,0,3,23,729
T1613,T1534,0,3,5,747
T1613,T1199,0,3,8,744
T1613,T1593,0,3,5,747
T1613,T1098,1,2,17,735
T1613,T1048,1,2,33,719
T1613,T1597,0,3,2,750
T1613,T1566,0,3,130,622
T1613,T1110,0,3,40,712
T1613,T1565,0,3,5,747
T1613,T1559,0,3,31,721
T1613,T1001,0,3,40,712
T1613,T1039,0,3,11,741
T1613,T1601,0,3,1,751
T1613,T1574,1,2,79,673
T1613,T1078,1,2,60,692
T1613,T1571,0,3,37,715
T1613,T1068,1,2,30,722
T1613,T1531,0,3,4,748
T1613,T1027,2,1,363,389
T1613,T1201,0,3,8,744
T1613,T1546,0,3,48,704
T1613,T1187,0,3,3,749
T1613,T1599,0,3,0,752
T1613,T1486,0,3,42,710
T1613,T1553,0,3,69,683
T1613,T1573,0,3,181,571
T1613,T1056,0,3,145,607
T1613,T1203,0,3,48,704
T1613,T1570,0,3,23,729
T1613,T1095,0,3,62,690
T1613,T1012,0,3,96,656
T1613,T1030,0,3,14,738
T1613,T1499,0,3,4,748
T1613,T1614,0,3,30,722
T1613,T1197,0,3,12,740
T1613,T1132,0,3,102,650
T1613,T1598,0,3,13,739
T1613,T1496,2,1,10,742
T1613,T1585,0,3,14,738
T1613,T1588,0,3,62,690
T1613,T1569,1,2,57,695
T1613,T1213,0,3,10,742
T1613,T1200,0,3,1,751
T1613,T1505,0,3,32,720
T1613,T1485,0,3,23,729
T1613,T1537,0,3,0,752
T1613,T1189,0,3,34,718
T1613,T1498,0,3,2,750
T1613,T1221,0,3,10,742
T1613,T1134,0,3,40,712
T1613,T1111,0,3,4,748
T1613,T1136,2,1,29,723
T1613,T1526,0,3,2,750
T1613,T1018,0,3,69,683
T1613,T1046,3,0,45,707
T1613,T1518,1,2,118,634
T1613,T1538,0,3,0,752
T1613,T1622,0,3,5,747
T1613,T1052,0,3,7,745
T1613,T1105,2,1,395,357
T1613,T1648,0,3,0,752
T1613,T1484,0,3,7,745
T1613,T1220,0,3,4,748
T1613,T1587,1,2,13,739
T1613,T1008,0,3,48,704
T1613,T1124,0,3,68,684
T1613,T1556,0,3,11,741
T1613,T1495,0,3,2,750
T1613,T1490,0,3,29,723
T1613,T1216,0,3,1,751
T1613,T1211,0,3,1,751
T1613,T1127,0,3,2,750
T1613,T1529,0,3,13,739
T1592,T1003,2,1,85,667
T1592,T1129,0,3,16,736
T1592,T1602,0,3,0,752
T1592,T1006,0,3,0,752
T1592,T1014,0,3,25,727
T1592,T1123,0,3,28,724
T1592,T1543,0,3,136,616
T1592,T1133,1,2,22,730
T1592,T1539,0,3,10,742
T1592,T1578,0,3,1,751
T1592,T1069,0,3,47,705
T1592,T1114,1,2,26,726
T1592,T1594,1,2,3,749
T1592,T1561,1,2,11,741
T1592,T1615,0,3,4,748
T1592,T1025,0,3,22,730
T1592,T1547,0,3,239,513
T1592,T1600,0,3,0,752
T1592,T1489,0,3,28,724
T1592,T1564,0,3,100,652
T1592,T1080,0,3,10,742
T1592,T1137,0,3,10,742
T1592,T1119,0,3,50,702
T1592,T1115,0,3,33,719
T1592,T1007,0,3,56,696
T1592,T1040,1,2,14,738
T1592,T1530,0,3,2,750
T1592,T1135,0,3,48,704
T1592,T1120,0,3,43,709
T1592,T1082,1,2,329,423
T1592,T1071,2,1,331,421
T1592,T1053,0,3,144,608
T1592,T1176,0,3,4,748
T1592,T1106,0,3,148,604
T1592,T1202,0,3,3,749
T1592,T1091,0,3,22,730
T1592,T1005,2,1,159,593
T1592,T1140,1,2,217,535
T1592,T1562,1,2,96,656
T1592,T1195,1,2,10,742
T1592,T1190,1,2,27,725
T1592,T1558,0,3,10,742
T1592,T1555,1,2,86,666
T1592,T1567,1,2,27,725
T1592,T1219,1,2,17,735
T1592,T1036,1,2,215,537
T1592,T1552,0,3,41,711
T1592,T1055,0,3,139,613
T1592,T1205,0,3,9,743
T1592,T1218,2,1,129,623
T1592,T1620,0,3,10,742
T1592,T1611,0,3,5,747
T1592,T1010,0,3,29,723
T1592,T1029,0,3,17,735
T1592,T1525,0,3,0,752
T1592,T1572,0,3,18,734
T1592,T1550,0,3,20,732
T1592,T1011,0,3,1,751
T1592,T1589,2,1,15,737
T1592,T1560,1,2,119,633
T1592,T1185,0,3,11,741
T1592,T1021,1,2,85,667
T1592,T1596,0,3,0,752
T1592,T1207,0,3,1,751
T1592,T1610,0,3,4,748
T1592,T1112,0,3,132,620
T1592,T1580,0,3,0,752
T1592,T1491,1,2,4,748
T1592,T1535,0,3,0,752
T1592,T1563,0,3,2,750
T1592,T1217,0,3,12,740
T1592,T1092,0,3,3,749
T1592,T1222,0,3,19,733
T1592,T1595,1,2,8,744
T1592,T1548,0,3,54,698
T1592,T1125,0,3,31,721
T1592,T1016,1,2,226,526
T1592,T1087,1,2,80,672
T1592,T1090,1,2,91,661
T1592,T1059,2,1,426,326
T1592,T1482,0,3,14,738
T1592,T1020,0,3,20,732
T1592,T1070,1,2,268,484
T1592,T1609,0,3,5,747
T1592,T1083,1,2,272,480
T1592,T1568,0,3,39,713
T1592,T1647,0,3,1,751
T1592,T1074,0,3,91,661
T1592,T1649,0,3,3,749
T1592,T1049,2,1,77,675
T1592,T1584,1,2,13,739
T1592,T1542,0,3,14,738
T1592,T1612,0,3,0,752
T1592,T1586,0,3,7,745
T1592,T1497,0,3,85,667
T1592,T1102,1,2,88,664
T1592,T1608,0,3,17,735
T1592,T1104,0,3,9,743
T1592,T1480,0,3,16,736
T1592,T1619,0,3,1,751
T1592,T1528,0,3,3,749
T1592,T1204,2,1,154,598
T1592,T1057,1,2,233,519
T1592,T1072,0,3,4,748
T1592,T1041,1,2,130,622
T1592,T1591,1,2,5,747
T1592,T1606,0,3,2,750
T1592,T1621,0,3,2,750
T1592,T1554,0,3,7,745
T1592,T1212,0,3,0,752
T1592,T1590,3,0,1,751
T1592,T1210,0,3,23,729
T1592,T1534,0,3,5,747
T1592,T1199,1,2,7,745
T1592,T1593,1,2,4,748
T1592,T1098,1,2,17,735
T1592,T1048,0,3,34,718
T1592,T1597,0,3,2,750
T1592,T1566,2,1,128,624
T1592,T1110,1,2,39,713
T1592,T1565,0,3,5,747
T1592,T1559,0,3,31,721
T1592,T1001,0,3,40,712
T1592,T1039,0,3,11,741
T1592,T1601,0,3,1,751
T1592,T1574,0,3,80,672
T1592,T1078,2,1,59,693
T1592,T1571,1,2,36,716
T1592,T1068,0,3,31,721
T1592,T1531,0,3,4,748
T1592,T1027,2,1,363,389
T1592,T1201,0,3,8,744
T1592,T1546,0,3,48,704
T1592,T1187,0,3,3,749
T1592,T1599,0,3,0,752
T1592,T1486,0,3,42,710
T1592,T1553,0,3,69,683
T1592,T1573,0,3,181,571
T1592,T1056,1,2,144,608
T1592,T1203,2,1,46,706
T1592,T1570,1,2,22,730
T1592,T1095,1,2,61,691
T1592,T1012,0,3,96,656
T1592,T1030,0,3,14,738
T1592,T1499,1,2,3,749
T1592,T1614,0,3,30,722
T1592,T1197,0,3,12,740
T1592,T1132,2,1,100,652
T1592,T1598,1,2,12,740
T1592,T1496,0,3,12,740
T1592,T1585,1,2,13,739
T1592,T1588,2,1,60,692
T1592,T1569,0,3,58,694
T1592,T1213,0,3,10,742
T1592,T1200,0,3,1,751
T1592,T1505,2,1,30,722
T1592,T1485,1,2,22,730
T1592,T1537,0,3,0,752
T1592,T1189,1,2,33,719
T1592,T1498,0,3,2,750
T1592,T1221,0,3,10,742
T1592,T1134,0,3,40,712
T1592,T1111,0,3,4,748
T1592,T1136,2,1,29,723
T1592,T1526,0,3,2,750
T1592,T1018,1,2,68,684
T1592,T1046,0,3,48,704
T1592,T1518,0,3,119,633
T1592,T1538,0,3,0,752
T1592,T1622,0,3,5,747
T1592,T1052,0,3,7,745
T1592,T1105,3,0,394,358
T1592,T1648,0,3,0,752
T1592,T1484,0,3,7,745
T1592,T1220,0,3,4,748
T1592,T1587,1,2,13,739
T1592,T1008,0,3,48,704
T1592,T1124,0,3,68,684
T1592,T1556,0,3,11,741
T1592,T1495,0,3,2,750
T1592,T1490,0,3,29,723
T1592,T1216,0,3,1,751
T1592,T1211,0,3,1,751
T1592,T1127,0,3,2,750
T1592,T1529,0,3,13,739
T1003,T1129,0,87,16,652
T1003,T1602,0,87,0,668
T1003,T1006,0,87,0,668
T1003,T1014,2,85,23,645
T1003,T1123,3,84,25,643
T1003,T1543,19,68,117,551
T1003,T1133,15,72,8,660
T1003,T1539,1,86,9,659
T1003,T1578,1,86,0,668
T1003,T1069,13,74,34,634
T1003,T1114,16,71,11,657
T1003,T1594,2,85,2,666
T1003,T1561,1,86,11,657
T1003,T1615,1,86,3,665
T1003,T1025,3,84,19,649
T1003,T1547,35,52,204,464
T1003,T1600,0,87,0,668
T1003,T1489,4,83,24,644
T1003,T1564,13,74,87,581
T1003,T1080,1,86,9,659
T1003,T1137,5,82,5,663
T1003,T1119,12,75,38,630
T1003,T1115,4,83,29,639
T1003,T1007,14,73,42,626
T1003,T1040,8,79,7,661
T1003,T1530,1,86,1,667
T1003,T1135,17,70,31,637
T1003,T1120,2,85,41,627
T1003,T1082,31,56,299,369
T1003,T1071,38,49,295,373
T1003,T1053,37,50,107,561
T1003,T1176,1,86,3,665
T1003,T1106,8,79,140,528
T1003,T1202,1,86,2,666
T1003,T1091,2,85,20,648
T1003,T1005,26,61,135,533
T1003,T1140,19,68,199,469
T1003,T1562,17,70,80,588
T1003,T1195,5,82,6,662
T1003,T1190,17,70,11,657
T1003,T1558,9,78,1,667
T1003,T1555,27,60,60,608
T1003,T1567,8,79,20,648
T1003,T1219,5,82,13,655
T1003,T1036,38,49,178,490
T1003,T1552,20,67,21,647
T1003,T1055,25,62,114,554
T1003,T1205,0,87,9,659
T1003,T1218,24,63,107,561
T1003,T1620,3,84,7,661
T1003,T1611,0,87,5,663
T1003,T1010,2,85,27,641
T1003,T1029,1,86,16,652
T1003,T1525,0,87,0,668
T1003,T1572,6,81,12,656
T1003,T1550,15,72,5,663
T1003,T1011,0,87,1,667
T1003,T1589,12,75,5,663
T1003,T1560,37,50,83,585
T1003,T1185,1,86,10,658
T1003,T1021,37,50,49,619
T1003,T1596,0,87,0,668
T1003,T1207,1,86,0,668
T1003,T1610,0,87,4,664
T1003,T1112,19,68,113,555
T1003,T1580,0,87,0,668
T1003,T1491,1,86,4,664
T1003,T1535,0,87,0,668
T1003,T1563,1,86,1,667
T1003,T1217,4,83,8,660
T1003,T1092,1,86,2,666
T1003,T1222,2,85,17,651
T1003,T1595,7,80,2,666
T1003,T1548,12,75,42,626
T1003,T1125,5,82,26,642
T1003,T1016,33,54,194,474
T1003,T1087,31,56,50,618
T1003,T1090,21,66,71,597
T1003,T1059,62,25,366,302
T1003,T1482,7,80,7,661
T1003,T1020,3,84,17,651
T1003,T1070,37,50,232,436
T1003,T1609,0,87,5,663
T1003,T1083,35,52,238,430
T1003,T1568,3,84,36,632
T1003,T1647,0,87,1,667
T1003,T1074,19,68,72,596
T1003,T1649,3,84,0,668
T1003,T1049,25,62,54,614
T1003,T1584,9,78,5,663
T1003,T1542,2,85,12,656
T1003,T1612,0,87,0,668
T1003,T1586,5,82,2,666
T1003,T1497,6,81,79,589
T1003,T1102,19,68,70,598
T1003,T1608,6,81,11,657
T1003,T1104,3,84,6,662
T1003,T1480,1,86,15,653
T1003,T1619,0,87,1,667
T1003,T1528,2,85,1,667
T1003,T1204,30,57,126,542
T1003,T1057,25,62,209,459
T1003,T1072,2,85,2,666
T1003,T1041,19,68,112,556
T1003,T1591,4,83,2,666
T1003,T1606,2,85,0,668
T1003,T1621,2,85,0,668
T1003,T1554,0,87,7,661
T1003,T1212,0,87,0,668
T1003,T1590,3,84,1,667
T1003,T1210,14,73,9,659
T1003,T1534,2,85,3,665
T1003,T1199,6,81,2,666
T1003,T1593,3,84,2,666
T1003,T1098,11,76,7,661
T1003,T1048,11,76,23,645
T1003,T1597,1,86,1,667
T1003,T1566,30,57,100,568
T1003,T1110,19,68,21,647
T1003,T1565,0,87,5,663
T1003,T1559,4,83,27,641
T1003,T1001,6,81,34,634
T1003,T1039,7,80,4,664
T1003,T1601,0,87,1,667
T1003,T1574,17,70,63,605
T1003,T1078,31,56,30,638
T1003,T1571,9,78,28,640
T1003,T1068,16,71,15,653
T1003,T1531,1,86,3,665
T1003,T1027,45,42,320,348
T1003,T1201,4,83,4,664
T1003,T1546,18,69,30,638
T1003,T1187,1,86,2,666
T1003,T1599,0,87,0,668
T1003,T1486,5,82,37,631
T1003,T1553,15,72,54,614
T1003,T1573,24,63,157,511
T1003,T1056,31,56,114,554
T1003,T1203,16,71,32,636
T1003,T1570,7,80,16,652
T1003,T1095,7,80,55,613
T1003,T1012,13,74,83,585
T1003,T1030,4,83,10,658
T1003,T1499,2,85,2,666
T1003,T1614,1,86,29,639
T1003,T1197,4,83,8,660
T1003,T1132,11,76,91,577
T1003,T1598,7,80,6,662
T1003,T1496,2,85,10,658
T1003,T1585,9,78,5,663
T1003,T1588,29,58,33,635
T1003,T1569,22,65,36,632
T1003,T1213,7,80,3,665
T1003,T1200,0,87,1,667
T1003,T1505,17,70,15,653
T1003,T1485,3,84,20,648
T1003,T1537,0,87,0,668
T1003,T1189,12,75,22,646
T1003,T1498,1,86,1,667
T1003,T1221,2,85,8,660
T1003,T1134,12,75,28,640
T1003,T1111,3,84,1,667
T1003,T1136,18,69,13,655
T1003,T1526,1,86,1,667
T1003,T1018,26,61,43,625
T1003,T1046,19,68,29,639
T1003,T1518,14,73,105,563
T1003,T1538,0,87,0,668
T1003,T1622,0,87,5,663
T1003,T1052,2,85,5,663
T1003,T1105,46,41,351,317
T1003,T1648,0,87,0,668
T1003,T1484,4,83,3,665
T1003,T1220,0,87,4,664
T1003,T1587,5,82,9,659
T1003,T1008,3,84,45,623
T1003,T1124,5,82,63,605
T1003,T1556,5,82,6,662
T1003,T1495,1,86,1,667
T1003,T1490,2,85,27,641
T1003,T1216,1,86,0,668
T1003,T1211,1,86,0,668
T1003,T1127,1,86,1,667
T1003,T1529,2,85,11,657
T1129,T1602,0,16,0,739
T1129,T1006,0,16,0,739
T1129,T1014,1,15,24,715
T1129,T1123,2,14,26,713
T1129,T1543,6,10,130,609
T1129,T1133,0,16,23,716
T1129,T1539,1,15,9,730
T1129,T1578,0,16,1,738
T1129,T1069,0,16,47,692
T1129,T1114,0,16,27,712
T1129,T1594,0,16,4,735
T1129,T1561,1,15,11,728
T1129,T1615,0,16,4,735
T1129,T1025,1,15,21,718
T1129,T1547,6,10,233,506
T1129,T1600,0,16,0,739
T1129,T1489,1,15,27,712
T1129,T1564,3,13,97,642
T1129,T1080,1,15,9,730
T1129,T1137,0,16,10,729
T1129,T1119,3,13,47,692
T1129,T1115,4,12,29,710
T1129,T1007,1,15,55,684
T1129,T1040,1,15,14,725
T1129,T1530,0,16,2,737
T1129,T1135,1,15,47,692
T1129,T1120,4,12,39,700
T1129,T1082,14,2,316,423
T1129,T1071,7,9,326,413
T1129,T1053,4,12,140,599
T1129,T1176,0,16,4,735
T1129,T1106,8,8,140,599
T1129,T1202,0,16,3,736
T1129,T1091,1,15,21,718
T1129,T1005,7,9,154,585
T1129,T1140,12,4,206,533
T1129,T1562,2,14,95,644
T1129,T1195,0,16,11,728
T1129,T1190,0,16,28,711
T1129,T1558,0,16,10,729
T1129,T1555,1,15,86,653
T1129,T1567,0,16,28,711
T1129,T1219,0,16,18,721
T1129,T1036,10,6,206,533
T1129,T1552,2,14,39,700
T1129,T1055,9,7,130,609
T1129,T1205,0,16,9,730
T1129,T1218,7,9,124,615
T1129,T1620,1,15,9,730
T1129,T1611,0,16,5,734
